"species","lon","lat"
"Pilostigma Thonigilii/Monkey Bread",29.4013806,-16.9257818
"Pilostigma Thonigilii/Monkey Bread",29.4014392,-16.9257795
"Pilostigma Thonigilii/Monkey Bread",29.4015227,-16.9257969
"Pilostigma Thonigilii/Monkey Bread",29.4016402,-16.9258508
"Pilostigma Thonigilii/Monkey Bread",29.4017685,-16.9257621
"Pilostigma Thonigilii/Monkey Bread",29.4019013,-16.925766
"Pilostigma Thonigilii/Monkey Bread",29.4021078,-16.9257784
"Pilostigma Thonigilii/Monkey Bread",29.4020004,-16.9256228
"Pilostigma Thonigilii/Monkey Bread",29.4019972,-16.9255599
"Pilostigma Thonigilii/Monkey Bread",29.4019919,-16.9255253
"Pilostigma Thonigilii/Monkey Bread",29.4019485,-16.9255317
"Acacia Siebriana",29.4018419,-16.9256506
"Pilostigma Thonigilii/Monkey Bread",29.4017534,-16.9256742
"Pilostigma Thonigilii/Monkey Bread",29.4015374,-16.9255421
"Pilostigma Thonigilii/Monkey Bread",29.4015017,-16.9255746
"Pilostigma Thonigilii/Monkey Bread",29.4014045,-16.9255679
"Pilostigma Thonigilii/Monkey Bread",29.4013954,-16.9255872
"Pilostigma Thonigilii/Monkey Bread",29.4013584,-16.9255778
"Pilostigma Thonigilii/Monkey Bread",29.4013389,-16.9255626
"Pilostigma Thonigilii/Monkey Bread",29.4013243,-16.9255259
"Pilostigma Thonigilii/Monkey Bread",29.4012152,-16.9256567
"Pilostigma Thonigilii/Monkey Bread",29.4011357,-16.9255024
"Acacia Siebriana",29.4011217,-16.9255465
"Pilostigma Thonigilii/Monkey Bread",29.4008326,-16.9255142
"Acacia Polycantha",29.4046918,-16.9278773
"Acacia Polycantha",29.4048019,-16.9279552
"Acacia Polycantha",29.4048508,-16.9279862
"Acacia Polycantha",29.4049565,-16.9280355
"Pilostigma Thonigilii/Monkey Bread",29.397265,-16.9082318
"Pilostigma Thonigilii/Monkey Bread",29.3970627,-16.9081244
"Pilostigma Thonigilii/Monkey Bread",29.3970604,-16.9080702
"Pilostigma Thonigilii/Monkey Bread",29.3968553,-16.9081357
"Pilostigma Thonigilii/Monkey Bread",29.3968454,-16.9081786
"Pilostigma Thonigilii/Monkey Bread",29.396536,-16.9082135
"Pilostigma Thonigilii/Monkey Bread",29.3965365,-16.9082832
"Pilostigma Thonigilii/Monkey Bread",29.3965475,-16.9085427
"Pilostigma Thonigilii/Monkey Bread",29.3943267,-16.9086522
"Pilostigma Thonigilii/Monkey Bread",29.3938752,-16.9087036
"Pilostigma Thonigilii/Monkey Bread",29.3931302,-16.9111294
"Pilostigma Thonigilii/Monkey Bread",29.3929314,-16.9111803
"Pilostigma Thonigilii/Monkey Bread",29.3928177,-16.9112226
"Pilostigma Thonigilii/Monkey Bread",29.3927576,-16.911246
"Pilostigma Thonigilii/Monkey Bread",29.3900588,-16.9137543
"Pilostigma Thonigilii/Monkey Bread",29.3900423,-16.9137846
"Pilostigma Thonigilii/Monkey Bread",29.3899601,-16.9138907
"Pilostigma Thonigilii/Monkey Bread",29.3898335,-16.9138181
"Pilostigma Thonigilii/Monkey Bread",29.3898281,-16.9136573
"Pilostigma Thonigilii/Monkey Bread",29.3894736,-16.9136087
"Pilostigma Thonigilii/Monkey Bread",29.3894266,-16.9136954
"Pilostigma Thonigilii/Monkey Bread",29.3893508,-16.9134534
"Pilostigma Thonigilii/Monkey Bread",29.3890677,-16.9134075
"Pilostigma Thonigilii/Monkey Bread",29.3890206,-16.913386
"Pilostigma Thonigilii/Monkey Bread",29.3889572,-16.9133297
"Pilostigma Thonigilii/Monkey Bread",29.3881321,-16.9135333
"Pilostigma Thonigilii/Monkey Bread",29.3873869,-16.9139264
"Pilostigma Thonigilii/Monkey Bread",29.387292,-16.9140284
"Acacia Polycantha",29.3849835,-16.914848
"Pilostigma Thonigilii/Monkey Bread",29.384771,-16.915066
"Acacia Siebriana",29.3845479,-16.9148579
"Pilostigma Thonigilii/Monkey Bread",29.3845081,-16.9146686
"Acacia Siebriana",29.3844604,-16.9146851
"Acacia Siebriana",29.3843152,-16.9145257
"Acacia Siebriana",29.3842848,-16.9143885
"Pilostigma Thonigilii/Monkey Bread",29.383536,-16.9172108
"Pilostigma Thonigilii/Monkey Bread",29.3834612,-16.9176029
"Pilostigma Thonigilii/Monkey Bread",29.3836639,-16.9178069
"Acacia Siebriana",29.383511,-16.9181631
"Pilostigma Thonigilii/Monkey Bread",29.3833053,-16.918141
"Acacia Siebriana",29.3833998,-16.9183397
"Pilostigma Thonigilii/Monkey Bread",29.3834371,-16.918549
"Acacia Siebriana",29.3835605,-16.9186335
"Acacia Siebriana",29.3834615,-16.9187456
"Pilostigma Thonigilii/Monkey Bread",29.3834434,-16.9189169
"Acacia Siebriana",29.3837953,-16.9189921
"Acacia Siebriana",29.3835237,-16.9194198
"Pilostigma Thonigilii/Monkey Bread",29.3833449,-16.9202805
"Acacia Siebriana",29.3832576,-16.9203506
"Pilostigma Thonigilii/Monkey Bread",29.3832724,-16.9204472
"Acacia Siebriana",29.3830995,-16.9189217
"Acacia Siebriana",29.3831759,-16.9186208
"Acacia Siebriana",29.383222,-16.9184641
"Acacia Siebriana",29.3832455,-16.918384
"Pilostigma Thonigilii/Monkey Bread",29.3827846,-16.91569
"Pilostigma Thonigilii/Monkey Bread",29.3828909,-16.9156913
"Pilostigma Thonigilii/Monkey Bread",29.3829714,-16.915689
"Pilostigma Thonigilii/Monkey Bread",29.3831937,-16.9157119
"Pilostigma Thonigilii/Monkey Bread",29.3848727,-16.9132138
"Acacia Siebriana",29.3851866,-16.9132742
"Pilostigma Thonigilii/Monkey Bread",29.3847765,-16.9122936
"Pilostigma Thonigilii/Monkey Bread",29.3839022,-16.9108466
"Pilostigma Thonigilii/Monkey Bread",29.3836257,-16.9109362
"Pilostigma Thonigilii/Monkey Bread",29.3832227,-16.9110383
"Pilostigma Thonigilii/Monkey Bread",29.38313,-16.9110536
"Pilostigma Thonigilii/Monkey Bread",29.3830101,-16.9111142
"Pilostigma Thonigilii/Monkey Bread",29.3826756,-16.9111074
"Pilostigma Thonigilii/Monkey Bread",29.3822867,-16.9112876
"Pilostigma Thonigilii/Monkey Bread",29.3822285,-16.9114242
"Pilostigma Thonigilii/Monkey Bread",29.3821883,-16.9114208
"Pilostigma Thonigilii/Monkey Bread",29.3821895,-16.9114216
"Pilostigma Thonigilii/Monkey Bread",29.3777752,-16.9118049
"None",29.375169,-16.914224
"Pilostigma Thonigilii/Monkey Bread",29.3743139,-16.9145092
"Pilostigma Thonigilii/Monkey Bread",29.3753166,-16.9103894
"Pilostigma Thonigilii/Monkey Bread",29.3758494,-16.9102358
"Pilostigma Thonigilii/Monkey Bread",29.3762967,-16.9091534
"Pilostigma Thonigilii/Monkey Bread",29.376277,-16.9091097
"Pilostigma Thonigilii/Monkey Bread",29.3762667,-16.9090394
"Pilostigma Thonigilii/Monkey Bread",29.3763477,-16.9090028
"Pilostigma Thonigilii/Monkey Bread",29.3763549,-16.9089595
"Waterberry",29.2958667,-16.7166626
"Waterberry",29.2939826,-16.717032
"Waterberry",29.2937424,-16.717144
"Acacia Polycantha",29.2970072,-16.7071582
"Red Mahogany",29.2966132,-16.7056212
"Acacia Polycantha",29.2954079,-16.7043933
"Pilostigma Thonigilii/Monkey Bread",29.2953292,-16.7042344
"Munyii/Bechemia discolor",29.2953713,-16.7038469
"Acacia Galpinii",29.2945689,-16.7024539
"Acacia Galpinii",29.2945589,-16.7023457
"Acacia Galpinii",29.2945316,-16.7023415
"Acacia Galpinii",29.2945319,-16.7023333
"Acacia Galpinii",29.2946914,-16.7021462
"Acacia Galpinii",29.2946278,-16.7018346
"Acacia Galpinii",29.2946034,-16.701832
"Acacia Galpinii",29.2944617,-16.7017801
"Acacia Polycantha",29.2967268,-16.7045432
"Kigelia Africana",29.2982244,-16.7072687
"Acacia Siebriana",29.6205798,-16.4641901
"Pilostigma Thonigilii/Monkey Bread",29.6205315,-16.4642235
"Pilostigma Thonigilii/Monkey Bread",29.6204747,-16.4644886
"Pilostigma Thonigilii/Monkey Bread",29.6204871,-16.4645677
"Pilostigma Thonigilii/Monkey Bread",29.6204848,-16.4647437
"Pilostigma Thonigilii/Monkey Bread",29.6205694,-16.4648581
"Pilostigma Thonigilii/Monkey Bread",29.6206063,-16.4649751
"Pilostigma Thonigilii/Monkey Bread",29.6206308,-16.4650998
"Pilostigma Thonigilii/Monkey Bread",29.6206591,-16.4651645
"Pilostigma Thonigilii/Monkey Bread",29.6206606,-16.4652755
"Pilostigma Thonigilii/Monkey Bread",29.6207057,-16.4655172
"Pilostigma Thonigilii/Monkey Bread",29.6207392,-16.4655582
"Pilostigma Thonigilii/Monkey Bread",29.6208271,-16.4656959
"Pilostigma Thonigilii/Monkey Bread",29.6209138,-16.465823
"Acacia Siebriana",29.6209972,-16.4659446
"Pilostigma Thonigilii/Monkey Bread",29.621163,-16.46638
"Pilostigma Thonigilii/Monkey Bread",29.621165,-16.4664097
"Pilostigma Thonigilii/Monkey Bread",29.6211663,-16.4666651
"Pilostigma Thonigilii/Monkey Bread",29.6212024,-16.4667434
"Pilostigma Thonigilii/Monkey Bread",29.6211783,-16.4667896
"Acacia Polycantha",29.6210447,-16.4670798
"Acacia Polycantha",29.6209708,-16.46728
"Acacia Polycantha",29.6208457,-16.4672818
"Pilostigma Thonigilii/Monkey Bread",29.620842,-16.467241
"Acacia Polycantha",29.6208754,-16.4672381
"Acacia Polycantha",29.6208643,-16.4672132
"Pilostigma Thonigilii/Monkey Bread",29.6207686,-16.4670772
"Acacia Polycantha",29.6206833,-16.4669526
"Pilostigma Thonigilii/Monkey Bread",29.6203717,-16.4666917
"Acacia Polycantha",29.6200674,-16.4666385
"Pilostigma Thonigilii/Monkey Bread",29.6196902,-16.4664786
"Acacia Polycantha",29.6194727,-16.466501
"Acacia Polycantha",29.6190027,-16.4658131
"Pilostigma Thonigilii/Monkey Bread",29.618385,-16.4652239
"Pilostigma Thonigilii/Monkey Bread",29.6180063,-16.4647179
"Pilostigma Thonigilii/Monkey Bread",29.6180854,-16.464721
"Pilostigma Thonigilii/Monkey Bread",29.6180842,-16.4646879
"Pilostigma Thonigilii/Monkey Bread",29.6181641,-16.4645729
"Pilostigma Thonigilii/Monkey Bread",29.6185338,-16.4642228
"Pilostigma Thonigilii/Monkey Bread",29.6190407,-16.4641517
"Pilostigma Thonigilii/Monkey Bread",29.6190739,-16.464174
"Pilostigma Thonigilii/Monkey Bread",29.6191249,-16.4641606
"Pilostigma Thonigilii/Monkey Bread",29.6191164,-16.4641363
"Pilostigma Thonigilii/Monkey Bread",29.6191013,-16.4641256
"Pilostigma Thonigilii/Monkey Bread",29.6190858,-16.4641388
"Pilostigma Thonigilii/Monkey Bread",29.618939,-16.4641334
"Pilostigma Thonigilii/Monkey Bread",29.6189075,-16.4641176
"Pilostigma Thonigilii/Monkey Bread",29.6187823,-16.4640531
"Pilostigma Thonigilii/Monkey Bread",29.6187535,-16.4640232
"Pilostigma Thonigilii/Monkey Bread",29.61872,-16.4640178
"Pilostigma Thonigilii/Monkey Bread",29.6187102,-16.4639935
"Pilostigma Thonigilii/Monkey Bread",29.618662,-16.4639815
"Pilostigma Thonigilii/Monkey Bread",29.6185907,-16.4639637
"Pilostigma Thonigilii/Monkey Bread",29.6182803,-16.4638294
"Pilostigma Thonigilii/Monkey Bread",29.6181503,-16.4637632
"Pilostigma Thonigilii/Monkey Bread",29.6181061,-16.4637454
"Pilostigma Thonigilii/Monkey Bread",29.6180279,-16.4636914
"Pilostigma Thonigilii/Monkey Bread",29.6179335,-16.4636386
"Pilostigma Thonigilii/Monkey Bread",29.6178707,-16.4635975
"Pilostigma Thonigilii/Monkey Bread",29.6177738,-16.4635431
"Pilostigma Thonigilii/Monkey Bread",29.6177554,-16.4635308
"Acacia Polycantha",29.5417012,-16.4691268
"Pilostigma Thonigilii/Monkey Bread",29.5420001,-16.4694636
"Acacia Siebriana",29.5422334,-16.4694043
"Pilostigma Thonigilii/Monkey Bread",29.542821,-16.4692278
"Acacia Polycantha",29.5429429,-16.4694507
"Acacia Siebriana",29.5270394,-16.5281499
"Pilostigma Thonigilii/Monkey Bread",29.5855276,-16.3876824
"Pilostigma Thonigilii/Monkey Bread",29.5709686,-16.4967734
"Pilostigma Thonigilii/Monkey Bread",29.5687476,-16.4954128
"Pilostigma Thonigilii/Monkey Bread",29.5686182,-16.4952973
"Pilostigma Thonigilii/Monkey Bread",29.5683876,-16.4952014
"Acacia Polycantha",29.5683009,-16.4950455
"Pilostigma Thonigilii/Monkey Bread",29.5677946,-16.4945899
"Pilostigma Thonigilii/Monkey Bread",29.5671759,-16.4941049
"Pilostigma Thonigilii/Monkey Bread",29.3962678,-16.9713312
"Pilostigma Thonigilii/Monkey Bread",29.3962251,-16.9713143
"Red Mahogany",29.3959131,-16.9713008
"Red Mahogany",29.3959117,-16.9713136
"Pilostigma Thonigilii/Monkey Bread",29.3958895,-16.9710447
"Pilostigma Thonigilii/Monkey Bread",29.39583,-16.9709217
"Pilostigma Thonigilii/Monkey Bread",29.395883,-16.9708695
"Pilostigma Thonigilii/Monkey Bread",29.3959173,-16.9707651
"Pilostigma Thonigilii/Monkey Bread",29.3959717,-16.9707128
"Pilostigma Thonigilii/Monkey Bread",29.3960207,-16.9705351
"Pilostigma Thonigilii/Monkey Bread",29.3961094,-16.9703312
"Pilostigma Thonigilii/Monkey Bread",29.3969521,-16.9702272
"Pilostigma Thonigilii/Monkey Bread",29.3969711,-16.9702458
"Trichilia Emetica",29.3972329,-16.9717428
"Acacia Siebriana",29.3972476,-16.9719321
"Pilostigma Thonigilii/Monkey Bread",29.3973409,-16.9720298
"Pilostigma Thonigilii/Monkey Bread",29.3972191,-16.972112
"Pilostigma Thonigilii/Monkey Bread",29.3970648,-16.9723567
"Trichilia Emetica",29.3972347,-16.972478
"Trichilia Emetica",29.3972423,-16.9725018
"Trichilia Emetica",29.3972228,-16.9725811
"Trichilia Emetica",29.3971773,-16.972584
"Pilostigma Thonigilii/Monkey Bread",29.3965298,-16.9732043
"Red Mahogany",29.3963057,-16.9732652
"Red Mahogany",29.3961193,-16.9734223
"Red Mahogany",29.3960844,-16.97342
"Trichilia Emetica",29.3960939,-16.9734738
"Pilostigma Thonigilii/Monkey Bread",29.3961049,-16.9735497
"Red Mahogany",29.3959887,-16.9735967
"Red Mahogany",29.3957591,-16.9735008
"Red Mahogany",29.3947001,-16.9741641
"Trichilia Emetica",29.3940951,-16.9742912
"Munyii/Bechemia discolor",29.3938837,-16.9743583
"Pilostigma Thonigilii/Monkey Bread",29.3935483,-16.9749797
"Pilostigma Thonigilii/Monkey Bread",29.3936461,-16.9751759
"Acacia Siebriana",29.393715,-16.9756988
"Pilostigma Thonigilii/Monkey Bread",29.3936421,-16.9757446
"Trichilia Emetica",29.393674,-16.9765362
"Kigelia Africana",29.3936249,-16.9765716
"Munyii/Bechemia discolor",29.3935267,-16.9766019
"Pilostigma Thonigilii/Monkey Bread",29.3947073,-16.9771126
"Acacia Siebriana",29.3954279,-16.9793279
"Acacia Siebriana",29.3954389,-16.9793868
"Acacia Siebriana",29.395578,-16.9794505
"Acacia Siebriana",29.3956668,-16.9794721
"Acacia Siebriana",29.3958974,-16.9794602
"Acacia Siebriana",29.398179,-16.9793983
"Acacia Siebriana",29.3975956,-16.9796798
"Pilostigma Thonigilii/Monkey Bread",29.3971657,-16.9799566
"Acacia Siebriana",29.3965204,-16.9806992
"Acacia Siebriana",29.3958214,-16.9807989
"Acacia Siebriana",29.3951317,-16.9812983
"Pilostigma Thonigilii/Monkey Bread",29.3946325,-16.9816564
"Pilostigma Thonigilii/Monkey Bread",29.3943922,-16.9819911
"Pilostigma Thonigilii/Monkey Bread",29.3939844,-16.9826563
"Acacia Siebriana",29.3934635,-16.9831263
"Kigelia Africana",29.3924448,-16.9839959
"Acacia Siebriana",29.3923602,-16.9841428
"Trichilia Emetica",29.3922056,-16.984358
"Pilostigma Thonigilii/Monkey Bread",29.3920609,-16.9844337
"Red Mahogany",29.391703,-16.9846432
"Pilostigma Thonigilii/Monkey Bread",29.3914915,-16.9847397
"Kigelia Africana",29.3913635,-16.9846291
"Pilostigma Thonigilii/Monkey Bread",29.3915665,-16.9845606
"Kigelia Africana",29.3915226,-16.9845525
"Pilostigma Thonigilii/Monkey Bread",29.3907,-16.9836871
"Red Mahogany",29.3909157,-16.9831319
"Acacia Siebriana",29.3910099,-16.9828903
"Pilostigma Thonigilii/Monkey Bread",29.3910317,-16.9828516
"Red Mahogany",29.3910004,-16.9827496
"Pilostigma Thonigilii/Monkey Bread",29.3910686,-16.9826956
"Pilostigma Thonigilii/Monkey Bread",29.3910437,-16.9826734
"Pilostigma Thonigilii/Monkey Bread",29.3910657,-16.9825588
"Pilostigma Thonigilii/Monkey Bread",29.3911709,-16.9824456
"Trichilia Emetica",29.3912295,-16.9810137
"Pilostigma Thonigilii/Monkey Bread",29.3913972,-16.9805183
"Pilostigma Thonigilii/Monkey Bread",29.3914379,-16.980427
"Red Mahogany",29.3909656,-16.9791864
"Pilostigma Thonigilii/Monkey Bread",29.3905382,-16.9786433
"Pilostigma Thonigilii/Monkey Bread",29.390471,-16.9787003
"Trichilia Emetica",29.3906422,-16.978688
"Pilostigma Thonigilii/Monkey Bread",29.3907337,-16.9786204
"Pilostigma Thonigilii/Monkey Bread",29.3909472,-16.9784504
"Pilostigma Thonigilii/Monkey Bread",29.3910168,-16.9784394
"Pilostigma Thonigilii/Monkey Bread",29.3911729,-16.9783782
"Pilostigma Thonigilii/Monkey Bread",29.3912843,-16.9783392
"Pilostigma Thonigilii/Monkey Bread",29.391335,-16.9783644
"Pilostigma Thonigilii/Monkey Bread",29.3913806,-16.978357
"Pilostigma Thonigilii/Monkey Bread",29.3914107,-16.9783548
"Pilostigma Thonigilii/Monkey Bread",29.3913417,-16.978284
"Pilostigma Thonigilii/Monkey Bread",29.3913293,-16.9782395
"Pilostigma Thonigilii/Monkey Bread",29.3913839,-16.9781992
"Pilostigma Thonigilii/Monkey Bread",29.3913524,-16.9781049
"Pilostigma Thonigilii/Monkey Bread",29.3912417,-16.9781404
"Pilostigma Thonigilii/Monkey Bread",29.3912612,-16.9780564
"Pilostigma Thonigilii/Monkey Bread",29.3911827,-16.9779789
"Pilostigma Thonigilii/Monkey Bread",29.3914862,-16.9779549
"Pilostigma Thonigilii/Monkey Bread",29.3915005,-16.9779191
"Pilostigma Thonigilii/Monkey Bread",29.3915144,-16.977849
"Pilostigma Thonigilii/Monkey Bread",29.391538,-16.9778132
"Pilostigma Thonigilii/Monkey Bread",29.3914776,-16.9776979
"Pilostigma Thonigilii/Monkey Bread",29.3915312,-16.9776724
"Pilostigma Thonigilii/Monkey Bread",29.3915025,-16.9776066
"Pilostigma Thonigilii/Monkey Bread",29.3916353,-16.9776555
"Red Mahogany",29.3925783,-16.9764733
"Acacia Polycantha",29.4595882,-16.998838
"Acacia Polycantha",29.4596408,-16.9986848
"Kigelia Africana",29.4596664,-16.9986527
"Kigelia Africana",29.459916,-16.9987249
"Kigelia Africana",29.460223,-16.9986765
"Kigelia Africana",29.4594498,-16.998531
"Kigelia Africana",29.4591659,-16.998134
"Kigelia Africana",29.4594751,-16.9980948
"Kigelia Africana",29.4597068,-16.9984173
"Kigelia Africana",29.4597367,-16.9984073
"Kigelia Africana",29.4598233,-16.9983299
"Acacia Polycantha",29.4601187,-16.9982097
"Acacia Polycantha",29.460122,-16.9981162
"Fidebhia Abida",29.4602386,-16.9980746
"Fidebhia Abida",29.4603038,-16.9982241
"Fidebhia Abida",29.4602818,-16.9980079
"Pilostigma Thonigilii/Monkey Bread",29.4608138,-16.9976165
"Pilostigma Thonigilii/Monkey Bread",29.4607448,-16.9974042
"Pilostigma Thonigilii/Monkey Bread",29.460763,-16.9967801
"Pilostigma Thonigilii/Monkey Bread",29.4609606,-16.9963029
"Pilostigma Thonigilii/Monkey Bread",29.5905022,-16.4399134
"Acacia Polycantha",29.5903331,-16.43995
"Acacia Polycantha",29.5903197,-16.4399233
"Acacia Polycantha",29.5902315,-16.439925
"Acacia Polycantha",29.5901928,-16.440005
"Acacia Polycantha",29.5901513,-16.4399996
"Pilostigma Thonigilii/Monkey Bread",29.59015,-16.4398833
"Acacia Polycantha",29.5901439,-16.4396948
"Pilostigma Thonigilii/Monkey Bread",29.5901519,-16.4395691
"Acacia Polycantha",29.5902114,-16.4394253
"Acacia Polycantha",29.5899602,-16.4387391
"Acacia Polycantha",29.5900486,-16.4387488
"Pilostigma Thonigilii/Monkey Bread",29.591125,-16.4369639
"Pilostigma Thonigilii/Monkey Bread",29.5911672,-16.435386
"Pilostigma Thonigilii/Monkey Bread",29.5923176,-16.4319527
"Acacia Polycantha",29.59232,-16.4319034
"Pilostigma Thonigilii/Monkey Bread",29.5932203,-16.4308083
"Pilostigma Thonigilii/Monkey Bread",29.5932613,-16.4306724
"Munyii/Bechemia discolor",29.0402175,-17.0266393
"Munyii/Bechemia discolor",29.0411683,-17.0270666
"Munyii/Bechemia discolor",29.0411854,-17.0271118
"Munyii/Bechemia discolor",29.041054,-17.0283976
"Munyii/Bechemia discolor",29.0410286,-17.0283876
"Pilostigma Thonigilii/Monkey Bread",29.0407927,-17.0294544
"Munyii/Bechemia discolor",29.0408397,-17.0299592
