"species","lon","lat"
"Munyii/Bechemia discolor",29.0415646,-17.0300577
"Munyii/Bechemia discolor",29.0415268,-17.0304839
"Pilostigma Thonigilii/Monkey Bread",29.0424149,-17.0303197
"Munyii/Bechemia discolor",29.0425392,-17.0305594
"Munyii/Bechemia discolor",29.0427425,-17.0300152
"Pilostigma Thonigilii/Monkey Bread",29.0430572,-17.0298131
"Pilostigma Thonigilii/Monkey Bread",29.0433339,-17.0295625
"Pilostigma Thonigilii/Monkey Bread",29.0428895,-17.0291688
"Munyii/Bechemia discolor",29.0427279,-17.0284487
"Munyii/Bechemia discolor",29.0428049,-17.0284421
"Pilostigma Thonigilii/Monkey Bread",29.0427485,-17.0284337
"Pilostigma Thonigilii/Monkey Bread",29.0425507,-17.0284071
"Munyii/Bechemia discolor",29.0424612,-17.0279308
"Munyii/Bechemia discolor",29.04249,-17.0278886
"Munyii/Bechemia discolor",29.0428804,-17.0277835
"Acacia Siebriana",29.0440436,-17.027576
"Pilostigma Thonigilii/Monkey Bread",29.0440611,-17.0275831
"Pilostigma Thonigilii/Monkey Bread",29.0442561,-17.0279487
"Munyii/Bechemia discolor",29.0465218,-17.028339
"Munyii/Bechemia discolor",29.047162,-17.027113
"Pilostigma Thonigilii/Monkey Bread",29.0474907,-17.0252372
"Munyii/Bechemia discolor",29.0514013,-17.0230131
"Munyii/Bechemia discolor",29.0515016,-17.0230949
"Kigelia Africana",29.0517193,-17.0239811
"Munyii/Bechemia discolor",29.0513147,-17.0223449
"Pilostigma Thonigilii/Monkey Bread",29.6167555,-16.463709
"Pilostigma Thonigilii/Monkey Bread",29.6162443,-16.4638044
"Pilostigma Thonigilii/Monkey Bread",29.6160442,-16.4639024
"Pilostigma Thonigilii/Monkey Bread",29.6156763,-16.4636157
"Pilostigma Thonigilii/Monkey Bread",29.6151717,-16.4633291
"Pilostigma Thonigilii/Monkey Bread",29.6149099,-16.463207
"Pilostigma Thonigilii/Monkey Bread",29.6147235,-16.4630297
"Waterberry",29.6138328,-16.4627014
"Red Mahogany",29.6125383,-16.4619756
"Pilostigma Thonigilii/Monkey Bread",29.6131429,-16.464228
"Pilostigma Thonigilii/Monkey Bread",29.6135518,-16.4641311
"Red Mahogany",29.6137225,-16.4642183
"Red Mahogany",29.6137678,-16.4641647
"Pilostigma Thonigilii/Monkey Bread",29.6139412,-16.4641612
"Pilostigma Thonigilii/Monkey Bread",29.6139853,-16.4641549
"Pilostigma Thonigilii/Monkey Bread",29.6141113,-16.4642296
"Pilostigma Thonigilii/Monkey Bread",29.6147561,-16.4641946
"Pilostigma Thonigilii/Monkey Bread",29.6152545,-16.4642216
"Pilostigma Thonigilii/Monkey Bread",29.6153345,-16.4641655
"Pilostigma Thonigilii/Monkey Bread",29.6155207,-16.4641302
"Pilostigma Thonigilii/Monkey Bread",29.6157132,-16.4640804
"Pilostigma Thonigilii/Monkey Bread",29.6159425,-16.4640046
"Pilostigma Thonigilii/Monkey Bread",29.6159694,-16.4639599
"Acacia Galpinii",29.8370644,-16.5584524
"Pilostigma Thonigilii/Monkey Bread",29.8371677,-16.5584827
"Pilostigma Thonigilii/Monkey Bread",29.8391485,-16.5572564
"Waterberry",29.8396119,-16.5579614
"Pilostigma Thonigilii/Monkey Bread",29.8394974,-16.5584183
"Waterberry",29.8394575,-16.558692
"Waterberry",29.8394535,-16.5587815
"Waterberry",29.8394691,-16.5588146
"Waterberry",29.8391152,-16.5592443
"Pilostigma Thonigilii/Monkey Bread",29.8363725,-16.5589532
"Pilostigma Thonigilii/Monkey Bread",29.8361711,-16.5588118
"Acacia Polycantha",29.6280635,-16.473866
"Acacia Siebriana",29.6286557,-16.4735339
"Acacia Siebriana",29.6294149,-16.4734683
"Pilostigma Thonigilii/Monkey Bread",29.6313496,-16.4738432
"Pilostigma Thonigilii/Monkey Bread",29.6233125,-16.4748404
"Acacia Polycantha",29.6233287,-16.474898
"Acacia Polycantha",29.6233949,-16.4749092
"Acacia Polycantha",29.6234509,-16.4748886
"Acacia Polycantha",29.6234867,-16.4749141
"Acacia Polycantha",29.6234463,-16.4748545
"Acacia Polycantha",29.6235223,-16.4747624
"Acacia Polycantha",29.6234306,-16.4747953
"Acacia Polycantha",29.6234099,-16.4745995
"Acacia Polycantha",29.6235128,-16.4745344
"Acacia Polycantha",29.6235526,-16.4744659
"Acacia Siebriana",29.6234308,-16.4744376
"Acacia Polycantha",29.6234167,-16.4744454
"Acacia Siebriana",29.6234096,-16.4744187
"Acacia Polycantha",29.623337,-16.4744758
"Acacia Siebriana",29.6233454,-16.4744981
"Acacia Siebriana",29.6233173,-16.4745039
"Acacia Siebriana",29.6233866,-16.474331
"Acacia Siebriana",29.6233901,-16.4742942
"Acacia Polycantha",29.6234212,-16.4741723
"Acacia Polycantha",29.6234463,-16.4741797
"Acacia Polycantha",29.6234873,-16.4742497
"Acacia Polycantha",29.6236089,-16.4743488
"Acacia Polycantha",29.6236667,-16.4742362
"Pilostigma Thonigilii/Monkey Bread",29.6236282,-16.4742218
"Acacia Polycantha",29.6236014,-16.4741417
"Acacia Polycantha",29.6236841,-16.4740655
"Pilostigma Thonigilii/Monkey Bread",29.6236956,-16.4740395
"Acacia Polycantha",29.6236874,-16.4739934
"Acacia Polycantha",29.6237276,-16.4739855
"Acacia Polycantha",29.6236531,-16.4739703
"Acacia Polycantha",29.6236172,-16.4739739
"Acacia Siebriana",29.6234828,-16.4740184
"Acacia Polycantha",29.5834404,-16.5731758
"Acacia Polycantha",29.6234042,-16.4739897
"Acacia Polycantha",29.623317,-16.4740744
"Acacia Polycantha",29.6232837,-16.4740532
"Acacia Polycantha",29.6232556,-16.4741029
"Acacia Polycantha",29.6232346,-16.4740882
"Pilostigma Thonigilii/Monkey Bread",29.6234292,-16.4749989
"Acacia Polycantha",29.6234208,-16.4750232
"Acacia Polycantha",29.6236055,-16.4749467
"Pilostigma Thonigilii/Monkey Bread",29.6236244,-16.4749301
"Acacia Polycantha",29.6235959,-16.4748789
"Pilostigma Thonigilii/Monkey Bread",29.6236089,-16.474847
"Acacia Polycantha",29.6236418,-16.4747551
"Acacia Siebriana",29.6237069,-16.4747323
"Pilostigma Thonigilii/Monkey Bread",29.62372,-16.4747967
"Acacia Polycantha",29.6237562,-16.4748597
"Acacia Polycantha",29.6238171,-16.4748781
"Pilostigma Thonigilii/Monkey Bread",29.6238598,-16.4749679
"Pilostigma Thonigilii/Monkey Bread",29.6239492,-16.4749595
"Acacia Polycantha",29.6239701,-16.4748965
"Pilostigma Thonigilii/Monkey Bread",29.6239621,-16.4748401
"Acacia Polycantha",29.6240818,-16.4746552
"Acacia Siebriana",29.6240081,-16.4744639
"Pilostigma Thonigilii/Monkey Bread",29.6239458,-16.4744398
"Acacia Polycantha",29.6239874,-16.4743188
"Pilostigma Thonigilii/Monkey Bread",29.6238439,-16.4742819
"Pilostigma Thonigilii/Monkey Bread",29.6238149,-16.4742961
"Pilostigma Thonigilii/Monkey Bread",29.6238638,-16.4741821
"Pilostigma Thonigilii/Monkey Bread",29.6238391,-16.4741671
"Acacia Polycantha",29.6237448,-16.4741936
"Pilostigma Thonigilii/Monkey Bread",29.6237408,-16.4740957
"Acacia Polycantha",29.6237784,-16.4740419
"Pilostigma Thonigilii/Monkey Bread",29.6648587,-16.3894324
"Acacia Polycantha",29.6645117,-16.3892813
"Acacia Polycantha",29.6644395,-16.3892154
"Acacia Polycantha",29.6640603,-16.3890562
"Acacia Polycantha",29.6641417,-16.3890373
"Pilostigma Thonigilii/Monkey Bread",29.6644569,-16.389259
"Pilostigma Thonigilii/Monkey Bread",29.6650039,-16.3894786
"Acacia Polycantha",29.6660793,-16.3901769
"Pilostigma Thonigilii/Monkey Bread",29.6706484,-16.3930705
"Acacia Galpinii",29.670668,-16.3932184
"Acacia Galpinii",29.6707864,-16.3935736
"Acacia Polycantha",29.6716004,-16.4018832
"Pilostigma Thonigilii/Monkey Bread",29.6591801,-16.398584
"Pilostigma Thonigilii/Monkey Bread",29.5605853,-16.489693
"Pilostigma Thonigilii/Monkey Bread",29.5602972,-16.4866038
"Pilostigma Thonigilii/Monkey Bread",29.5602408,-16.4864687
"Pilostigma Thonigilii/Monkey Bread",29.5598749,-16.4863521
"Acacia Polycantha",29.6100543,-16.4321333
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.6087728,-16.4316518
"Acacia Polycantha",29.5503398,-16.477521
"Acacia Polycantha",29.5502558,-16.4774577
"Acacia Polycantha",29.5501827,-16.4774067
"Pilostigma Thonigilii/Monkey Bread",29.5500172,-16.4771948
"Pilostigma Thonigilii/Monkey Bread",29.1857596,-17.051007
"Pilostigma Thonigilii/Monkey Bread",29.185788,-17.051108
"Pilostigma Thonigilii/Monkey Bread",29.1865808,-17.0516469
"Pilostigma Thonigilii/Monkey Bread",29.187322,-17.0510138
"Pilostigma Thonigilii/Monkey Bread",29.1873436,-17.0510159
"Acacia Siebriana",29.1886678,-17.0493277
"Pilostigma Thonigilii/Monkey Bread",29.1886612,-17.0493232
"Pilostigma Thonigilii/Monkey Bread",29.1892341,-17.0488245
"Pilostigma Thonigilii/Monkey Bread",29.1896395,-17.0487301
"Pilostigma Thonigilii/Monkey Bread",29.1897944,-17.0493405
"Pilostigma Thonigilii/Monkey Bread",29.1898344,-17.0494334
"Pilostigma Thonigilii/Monkey Bread",29.1898682,-17.0494716
"Pilostigma Thonigilii/Monkey Bread",29.1898971,-17.049847
"Pilostigma Thonigilii/Monkey Bread",29.1899152,-17.0498788
"Pilostigma Thonigilii/Monkey Bread",29.1894778,-17.048985
"Pilostigma Thonigilii/Monkey Bread",29.1894644,-17.0489435
"Pilostigma Thonigilii/Monkey Bread",29.1894174,-17.0487708
"Pilostigma Thonigilii/Monkey Bread",29.1894886,-17.04864
"Pilostigma Thonigilii/Monkey Bread",29.1894996,-17.0485974
"Pilostigma Thonigilii/Monkey Bread",29.189533,-17.0485639
"Pilostigma Thonigilii/Monkey Bread",29.1895557,-17.0485313
"Pilostigma Thonigilii/Monkey Bread",29.189578,-17.0485068
"Pilostigma Thonigilii/Monkey Bread",29.1896185,-17.0484414
"Pilostigma Thonigilii/Monkey Bread",29.1896882,-17.0484842
"Pilostigma Thonigilii/Monkey Bread",29.189612,-17.0484051
"Acacia Siebriana",29.1896014,-17.0483772
"Pilostigma Thonigilii/Monkey Bread",29.1895554,-17.0483527
"Pilostigma Thonigilii/Monkey Bread",29.1895192,-17.048505
"Pilostigma Thonigilii/Monkey Bread",29.1894672,-17.0484982
"Pilostigma Thonigilii/Monkey Bread",29.1894584,-17.0484918
"Acacia Siebriana",29.1894584,-17.0484821
"Acacia Siebriana",29.189465,-17.0485574
"Acacia Siebriana",29.1894336,-17.0485538
"Pilostigma Thonigilii/Monkey Bread",29.1894002,-17.0485755
"Acacia Siebriana",29.1883012,-17.049376
"Pilostigma Thonigilii/Monkey Bread",29.1876307,-17.0497125
"Pilostigma Thonigilii/Monkey Bread",29.18753,-17.0497469
"Pilostigma Thonigilii/Monkey Bread",29.1872437,-17.0499451
"Pilostigma Thonigilii/Monkey Bread",29.1871759,-17.0499423
"Pilostigma Thonigilii/Monkey Bread",29.1871781,-17.0500289
"Pilostigma Thonigilii/Monkey Bread",29.1871875,-17.0500519
"Pilostigma Thonigilii/Monkey Bread",29.187185,-17.050075
"Pilostigma Thonigilii/Monkey Bread",29.1871724,-17.0500849
"Pilostigma Thonigilii/Monkey Bread",29.187018,-17.0501753
"Pilostigma Thonigilii/Monkey Bread",29.1867872,-17.0502756
"Pilostigma Thonigilii/Monkey Bread",29.1865452,-17.0504663
"Acacia Galpinii",29.2723575,-16.6949775
"Acacia Galpinii",29.2728465,-16.6946577
"Fidebhia Abida",29.2732149,-16.6946399
"Pilostigma Thonigilii/Monkey Bread",29.2732102,-16.6946382
"Red Mahogany",29.2731791,-16.6946325
"Fidebhia Abida",29.272737,-16.6953107
"Acacia Galpinii",29.2714765,-16.6974795
"Pilostigma Thonigilii/Monkey Bread",29.2710275,-16.6978484
"Pilostigma Thonigilii/Monkey Bread",29.2710189,-16.6978293
"Acacia Galpinii",29.2724234,-16.6958548
"Acacia Galpinii",29.2708068,-16.6994611
"Munyii/Bechemia discolor",29.2696137,-16.7005586
"Pilostigma Thonigilii/Monkey Bread",29.269256,-16.7011103
"Acacia Galpinii",29.2694306,-16.7023044
"Fidebhia Abida",29.2693943,-16.702321
"Acacia Galpinii",29.2693943,-16.702321
"Acacia Polycantha",29.2693943,-16.702321
"Acacia Galpinii",29.270135,-16.7004469
"Munyii/Bechemia discolor",29.2705427,-16.7027227
"Fidebhia Abida",29.27054,-16.7026848
"Acacia Galpinii",29.2703799,-16.7025124
"Munyii/Bechemia discolor",29.2699778,-16.7020206
"Acacia Polycantha",29.4336358,-16.4037347
"Pilostigma Thonigilii/Monkey Bread",29.4656078,-16.3737851
"Pilostigma Thonigilii/Monkey Bread",29.4643652,-16.3734057
"Pilostigma Thonigilii/Monkey Bread",29.4638756,-16.3733417
"Acacia Polycantha",29.463644,-16.3733626
"Pilostigma Thonigilii/Monkey Bread",29.4634712,-16.3733648
"Pilostigma Thonigilii/Monkey Bread",29.4630759,-16.3733322
"Acacia Polycantha",29.4628029,-16.3733083
"Pilostigma Thonigilii/Monkey Bread",29.4625815,-16.3732455
"Acacia Polycantha",29.4621696,-16.3730367
"Acacia Siebriana",29.4619076,-16.3726669
"Acacia Polycantha",29.4617659,-16.3724808
"Acacia Polycantha",29.4615908,-16.3722348
"Pilostigma Thonigilii/Monkey Bread",29.4614381,-16.3719327
"Acacia Siebriana",29.461403,-16.3717716
"Pilostigma Thonigilii/Monkey Bread",29.4613449,-16.3715424
"Acacia Polycantha",29.4613238,-16.3710925
"Acacia Siebriana",29.4605357,-16.3702649
"Acacia Siebriana",29.4600323,-16.3700589
"Pilostigma Thonigilii/Monkey Bread",29.4593105,-16.3696898
"Acacia Siebriana",29.4592861,-16.36922
"Kigelia Africana",29.4593502,-16.3691574
"Pilostigma Thonigilii/Monkey Bread",29.4585676,-16.3689619
"Acacia Polycantha",29.4580829,-16.3683228
"Acacia Polycantha",29.4575028,-16.3679282
"Acacia Polycantha",29.4568766,-16.3680882
"Acacia Siebriana",29.4564411,-16.368073
"Red Mahogany",29.4552257,-16.3685579
"Munyii/Bechemia discolor",29.4552611,-16.3687999
"Pilostigma Thonigilii/Monkey Bread",29.4542657,-16.3685331
"Kigelia Africana",29.4535167,-16.3681497
"Acacia Polycantha",29.4540427,-16.3679414
"Acacia Siebriana",29.4667624,-16.3755212
"Acacia Polycantha",29.466568,-16.3759005
"Acacia Polycantha",29.4657911,-16.3785622
"Acacia Polycantha",29.4635286,-16.3843657
"Acacia Polycantha",29.4634401,-16.3844744
"Pilostigma Thonigilii/Monkey Bread",29.4633227,-16.3846458
"Acacia Siebriana",29.4632841,-16.3847041
"Pilostigma Thonigilii/Monkey Bread",29.4630288,-16.3850608
"Acacia Siebriana",29.3811069,-16.3758896
"Acacia Siebriana",29.4619779,-16.3865439
"Acacia Polycantha",29.6114754,-16.4208277
"Pilostigma Thonigilii/Monkey Bread",29.7118845,-16.37418
"Acacia Polycantha",29.7115201,-16.3774993
"Pilostigma Thonigilii/Monkey Bread",29.7113849,-16.3776599
"Acacia Polycantha",29.7113723,-16.3777004
"Acacia Siebriana",29.7113306,-16.3777213
"Pilostigma Thonigilii/Monkey Bread",29.7113482,-16.3777251
"Pilostigma Thonigilii/Monkey Bread",29.7111065,-16.3779088
"Pilostigma Thonigilii/Monkey Bread",29.7110713,-16.377907
"Pilostigma Thonigilii/Monkey Bread",29.7110771,-16.3778928
"Pilostigma Thonigilii/Monkey Bread",29.7111134,-16.3778758
"Pilostigma Thonigilii/Monkey Bread",29.7110143,-16.3778655
"Pilostigma Thonigilii/Monkey Bread",29.7110182,-16.3778898
"Acacia Siebriana",29.7110287,-16.3778959
"Pilostigma Thonigilii/Monkey Bread",29.7110317,-16.3779486
"Pilostigma Thonigilii/Monkey Bread",29.7110542,-16.3779883
"Pilostigma Thonigilii/Monkey Bread",29.7110346,-16.3780148
"Pilostigma Thonigilii/Monkey Bread",29.711009,-16.3780094
"Pilostigma Thonigilii/Monkey Bread",29.7109438,-16.3780107
"Acacia Siebriana",29.7109207,-16.3778997
"Acacia Siebriana",29.7109101,-16.377893
"Acacia Siebriana",29.7109337,-16.3778678
"Acacia Siebriana",29.7108618,-16.3778649
"Acacia Polycantha",29.7108706,-16.3778435
"Acacia Polycantha",29.7108627,-16.3778321
"Acacia Polycantha",29.7108264,-16.3778098
"Acacia Polycantha",29.7108265,-16.3777801
"Acacia Polycantha",29.7108307,-16.3777883
"Acacia Siebriana",29.7108011,-16.3777962
"Acacia Polycantha",29.7108309,-16.377826
"Acacia Polycantha",29.7108228,-16.3778456
"Acacia Polycantha",29.7108114,-16.3778707
"Acacia Polycantha",29.7107905,-16.3778791
"Acacia Polycantha",29.7107892,-16.3778877
"Acacia Siebriana",29.7107846,-16.3779052
"Acacia Polycantha",29.7107973,-16.377907
"Acacia Polycantha",29.7108132,-16.3779196
"Pilostigma Thonigilii/Monkey Bread",29.7108103,-16.3779968
"Acacia Siebriana",29.7108138,-16.3780017
"Pilostigma Thonigilii/Monkey Bread",29.7109736,-16.3781491
"Pilostigma Thonigilii/Monkey Bread",29.711016,-16.3781373
"Pilostigma Thonigilii/Monkey Bread",29.7110274,-16.3781053
"Acacia Siebriana",29.7110816,-16.3780703
"Pilostigma Thonigilii/Monkey Bread",29.7110995,-16.3780788
"Pilostigma Thonigilii/Monkey Bread",29.7111222,-16.3780813
"Pilostigma Thonigilii/Monkey Bread",29.7111946,-16.3780773
"Pilostigma Thonigilii/Monkey Bread",29.7112322,-16.3781472
"Acacia Polycantha",29.7112828,-16.378216
"Acacia Polycantha",29.7113499,-16.3782944
"Acacia Polycantha",29.7114189,-16.3783319
"Acacia Polycantha",29.7114136,-16.3783206
"Acacia Polycantha",29.7114175,-16.3783367
"Acacia Polycantha",29.7114657,-16.378352
"Pilostigma Thonigilii/Monkey Bread",29.71163,-16.3782037
"Acacia Polycantha",29.7115049,-16.3783022
"Acacia Polycantha",29.7115309,-16.378326
"Acacia Polycantha",29.7113784,-16.3785991
"Acacia Polycantha",29.7118079,-16.3785378
"Acacia Polycantha",29.7118018,-16.3785368
"Acacia Polycantha",29.7118264,-16.3785995
"Acacia Polycantha",29.7119013,-16.378604
"Acacia Polycantha",29.7118896,-16.3785454
"Acacia Polycantha",29.7118915,-16.3785134
"Acacia Polycantha",29.7118917,-16.3785153
"Acacia Polycantha",29.7118992,-16.3785078
"Acacia Polycantha",29.7119685,-16.3785028
"Acacia Polycantha",29.7119541,-16.3785498
"Acacia Polycantha",29.7120063,-16.3785519
"Acacia Polycantha",29.7120408,-16.3785265
"Acacia Polycantha",29.7120343,-16.378514
"Acacia Polycantha",29.71207,-16.3785031
"Acacia Polycantha",29.7120768,-16.3784994
"Acacia Polycantha",29.7120423,-16.3784755
"Acacia Polycantha",29.7120491,-16.3784236
"Acacia Polycantha",29.7119935,-16.3784683
"Acacia Polycantha",29.7119552,-16.3784494
"Acacia Polycantha",29.7119167,-16.3784369
"Acacia Polycantha",29.71189,-16.3784145
"Acacia Polycantha",29.7118738,-16.3784079
"Acacia Polycantha",29.7118556,-16.3783969
"Acacia Polycantha",29.7118312,-16.3783805
"Acacia Polycantha",29.7118156,-16.3783846
"Acacia Polycantha",29.7118158,-16.3783847
"Acacia Polycantha",29.712069,-16.3785247
"Acacia Polycantha",29.7120764,-16.3785226
"Acacia Polycantha",29.7120653,-16.378543
"Acacia Polycantha",29.7120668,-16.3785752
"Acacia Polycantha",29.7120856,-16.3786069
"Acacia Polycantha",29.7121073,-16.37863
"Acacia Polycantha",29.7121178,-16.3786598
"Acacia Polycantha",29.7121627,-16.3786632
"Acacia Polycantha",29.7121975,-16.3786737
"Acacia Polycantha",29.7122265,-16.3786859
"Acacia Polycantha",29.71225,-16.3787042
"Acacia Polycantha",29.712251,-16.3786628
"Acacia Polycantha",29.7122502,-16.3786235
"Acacia Polycantha",29.7122634,-16.378585
"Acacia Polycantha",29.7122721,-16.3785684
"Acacia Polycantha",29.7122957,-16.378572
"Acacia Polycantha",29.7123192,-16.3785831
"Acacia Polycantha",29.7123394,-16.3785851
"Acacia Polycantha",29.7123366,-16.378557
"Acacia Polycantha",29.7123306,-16.3785269
"Acacia Polycantha",29.7122928,-16.3785278
"Acacia Polycantha",29.7122695,-16.378508
"Acacia Polycantha",29.7122903,-16.3784865
"Acacia Polycantha",29.7123239,-16.3784918
"Acacia Polycantha",29.7123575,-16.3784915
"Acacia Polycantha",29.7123333,-16.3784588
"Acacia Polycantha",29.7122915,-16.3784463
"Acacia Polycantha",29.7122554,-16.3784378
"Acacia Polycantha",29.7122479,-16.3784077
"Acacia Polycantha",29.7122409,-16.3783776
"Acacia Polycantha",29.7122572,-16.3783764
"Pilostigma Thonigilii/Monkey Bread",29.7129763,-16.37781
